3pnx, 4a1u, 0.271953, 0.271953
3pnx, 1eqw, 0.260761, 0.266409
3pnx, 1uaq, 0.321494, 0.32288
3pnx, 4b62, 0.319939, 0.309902
3pnx, 1tfu, 0.332077, 0.342376
3pnx, 1j98, 0.286609, 0.290169
3pnx, 4kgn, 0.33875, 0.318959
3pnx, 1qu1, 0.21507, 0.199098
3pnx, 2ao9, 0.285463, 0.242136
3pnx, 4kg8, 0.298104, 0.27145
3pnx, 1mg2, 0.164327, 0.327052
3pnx, 3pft, 0.253585, 0.259841
3pnx, 1xiz, 0.305941, 0.31288
3pnx, 1dzj, 0.292504, 0.29004
3pnx, 3n9u, 0.209759, 0.261412
3pnx, 3g16, 0.218629, 0.220359
3pnx, 4g2e, 0.303985, 0.305349
3pnx, 2vmg, 0.25942, 0.253696
3pnx, 1xrg, 0.347777, 0.307043
3pnx, 2q0v, 0.24287, 0.232303
3pnx, 2fe1, 0.395781, 0.35841
3pnx, 3c1d, 0.252939, 0.245214
3pnx, 1e3o, 0.206679, 0.190339
3pnx, 3zhn, 0.267214, 0.244888
3pnx, 3h51, 0.258994, 0.245409
3pnx, 4agh, 0.340803, 0.24061
3pnx, 1y8x, 0.237798, 0.245219
3pnx, 1y9k, 0.305943, 0.300655
3pnx, 3h87, 0.346644, 0.324355
3pnx, 2bf8, 0.236456, 0.240451
3pnx, 1i21, 0.301161, 0.301161
3pnx, 3fni, 0.37283, 0.377942
3pnx, 2gbb, 0.262832, 0.265036
3pnx, 2g4r, 0.267785, 0.271238
3pnx, 1k0z, 0.245258, 0.246276
3pnx, 1k2e, 0.23479, 0.236558
3pnx, 2eve, 0.305353, 0.299967
3pnx, 4l9h, 0.256624, 0.258858
3pnx, 3r24, 0.203434, 0.322365
3pnx, 3rdr, 0.282556, 0.286206
3pnx, 2f23, 0.223746, 0.227849
3pnx, 2qih, 0.148358, 0.138024
3pnx, 1jyh, 0.260667, 0.266781
3pnx, 1vjx, 0.284601, 0.279685
3pnx, 1stm, 0.254598, 0.243935
3pnx, 1o1x, 0.345385, 0.331538
3pnx, 4i13, 0.322858, 0.33588
3pnx, 2vy7, 0.280404, 0.279219
3pnx, 4g08, 0.234682, 0.225142
3pnx, 4l6e, 0.290398, 0.251572
3pnx, 2fk9, 0.267298, 0.254792
3pnx, 1tjx, 0.24684, 0.252964
3pnx, 4bou, 0.30159, 0.290262
3pnx, 1j6x, 0.279534, 0.273938
3pnx, 1t3g, 0.38557, 0.380175
3pnx, 2a4v, 0.3181, 0.3271
3pnx, 3sb1, 0.32006, 0.272276
3pnx, 3d6r, 0.365186, 0.29939
3pnx, 2p6b, 0.176921, 0.346075
3pnx, 3hmh, 0.273894, 0.260915
3pnx, 2nrr, 0.353541, 0.335549
3pnx, 2bjn, 0.334099, 0.320168
3pnx, 3h5e, 0.394244, 0.402055
3pnx, 1b7t, 0.0994405, 0.358425
3pnx, 1wzv, 0.259585, 0.259585
3pnx, 2iab, 0.260328, 0.262719
3pnx, 2yfz, 0.27907, 0.266518
3pnx, 3d89, 0.257299, 0.242546
3pnx, 3lor, 0.374324, 0.372512
3pnx, 3iq1, 0.301885, 0.301885
3pnx, 3b6b, 0.329777, 0.299552
3pnx, 1tjn, 0.351678, 0.311364
3pnx, 2av4, 0.316753, 0.293522
3pnx, 3gin, 0.24447, 0.208642
3pnx, 1dwk, 0.241277, 0.243596
3pnx, 1zdn, 0.252726, 0.25381
3pnx, 3k3c, 0.233659, 0.235674
3pnx, 1z13, 0.358963, 0.371305
3pnx, 3nv7, 0.360985, 0.370234
3pnx, 2a4d, 0.248401, 0.23695
3pnx, 2v6v, 0.278411, 0.257395
3pnx, 2pmp, 0.312142, 0.325531
3pnx, 3mfn, 0.286176, 0.254621
3pnx, 1gr3, 0.265701, 0.246567
3pnx, 2ila, 0.263617, 0.258128
3pnx, 1kjn, 0.402051, 0.397593
3pnx, 2e85, 0.371493, 0.382309
3pnx, 1uuh, 0.317771, 0.315152
3pnx, 1g1t, 0.256097, 0.264
3pnx, 3zr0, 0.264541, 0.269034
3pnx, 2e47, 0.256606, 0.261993
3pnx, 4f8a, 0.317919, 0.312429
3pnx, 1yav, 0.264853, 0.247726
3pnx, 1w94, 0.250955, 0.2483
3pnx, 3sao, 0.260382, 0.260382
3pnx, 3rgo, 0.306864, 0.317784
3pnx, 3kgz, 0.261648, 0.255972
3pnx, 2voh, 0.256498, 0.262434
3pnx, 4ehs, 0.318124, 0.27707
3pnx, 2c41, 0.294142, 0.29999
3pnx, 3lwf, 0.286769, 0.274512
3pnx, 3gg6, 0.253769, 0.248032
3pnx, 2cnt, 0.297482, 0.298871
3pnx, 1od6, 0.362038, 0.371421
3pnx, 3wnf, 0.31256, 0.286164
3pnx, 2ox7, 0.239897, 0.22866
3pnx, 2c94, 0.368335, 0.361241
3pnx, 2zal, 0.248558, 0.259454
3pnx, 2vxt, 0.190098, 0.233007
3pnx, 1ass, 0.299449, 0.302081
3pnx, 3gr5, 0.234794, 0.237875
3pnx, 3k1h, 0.333543, 0.284722
3pnx, 3bcy, 0.337479, 0.329423
3pnx, 3e1p, 0.292394, 0.302767
3pnx, 1s4c, 0.279034, 0.279034
3pnx, 1lb6, 0.265167, 0.270729
3pnx, 2y3v, 0.255882, 0.265072
3pnx, 1ww7, 0.272427, 0.284484
3pnx, 2ygn, 0.262058, 0.250997
3pnx, 3cfu, 0.296277, 0.285448
3pnx, 4ak8, 0.320639, 0.290906
3pnx, 2nsq, 0.265244, 0.253312
3pnx, 1byr, 0.353192, 0.356719
3pnx, 3f6a, 0.268837, 0.266843
3pnx, 3a1b, 0.25887, 0.256673
3pnx, 1nbc, 0.254339, 0.259776
3pnx, 2gwf, 0.367239, 0.345242
3pnx, 3f8k, 0.31199, 0.281802
3pnx, 1iqd, 0.176094, 0.220794
3pnx, 1lm8, 0.256933, 0.212839
3pnx, 3mew, 0.250049, 0.257187
3pnx, 2xbt, 0.241079, 0.249524
3pnx, 3k0z, 0.257402, 0.252383
3pnx, 4k02, 0.271299, 0.24267
3pnx, 3pr9, 0.243107, 0.243107
3pnx, 1f8y, 0.358131, 0.368202
3pnx, 3pcv, 0.240771, 0.236299
3pnx, 3p4u, 0.353422, 0.340732
3pnx, 2hbo, 0.272096, 0.255173
3pnx, 3ecy, 0.26242, 0.22595
3pnx, 3s2w, 0.2721, 0.262727
3pnx, 3otl, 0.277741, 0.278958
3pnx, 3c5o, 0.243566, 0.241513
3pnx, 2nxp, 0.337715, 0.329786
3pnx, 3tyj, 0.268205, 0.250289
3pnx, 1kz1, 0.352562, 0.352562
3pnx, 3dsb, 0.284277, 0.27934
3pnx, 2wtg, 0.256003, 0.264194
3pnx, 2p39, 0.262519, 0.253271
3pnx, 3zl2, 0.256782, 0.264958
3pnx, 1wrj, 0.270967, 0.270967
3pnx, 3vv1, 0.250258, 0.240373
3pnx, 2q5x, 0.258524, 0.259581
3pnx, 3lir, 0.232001, 0.240584
3pnx, 1to4, 0.258646, 0.265341
3pnx, 1on0, 0.301376, 0.304107
3pnx, 1q0n, 0.307814, 0.317917
3pnx, 3p51, 0.292742, 0.281871
3pnx, 4g6x, 0.318993, 0.283168
3pnx, 4euk, 0.419037, 0.390055
3pnx, 2qwz, 0.253277, 0.238321
3pnx, 1squ, 0.272417, 0.274718
3pnx, 1o50, 0.29652, 0.284738
3pnx, 4bsx, 0.288265, 0.276661
3pnx, 1obp, 0.23231, 0.239958
3pnx, 1twf, 0.0621161, 0.346616
3pnx, 2d6n, 0.282882, 0.285446
3pnx, 3eyt, 0.366106, 0.36438
3pnx, 3imk, 0.308337, 0.315503
3pnx, 2cdp, 0.263335, 0.249861
3pnx, 2flh, 0.274006, 0.267078
3pnx, 3k8u, 0.261708, 0.247606
3pnx, 3r51, 0.249813, 0.250756
3pnx, 1bj7, 0.283677, 0.283677
3pnx, 1nrj, 0.284144, 0.28042
3pnx, 3owt, 0.260507, 0.258288
3pnx, 2ekn, 0.249963, 0.244859
3pnx, 3mxn, 0.274626, 0.275929
3pnx, 2wz8, 0.234777, 0.220041
3pnx, 2rfr, 0.235838, 0.23788
3pnx, 3f2z, 0.278106, 0.275729
3pnx, 3vnb, 0.293056, 0.291824
3pnx, 3ct5, 0.257464, 0.266912
3pnx, 4fry, 0.300774, 0.282743
3pnx, 3e6p, 0.226055, 0.316343
3pnx, 1dg7, 0.333929, 0.347562
3pnx, 2o16, 0.281016, 0.258431
3pnx, 2vju, 0.243711, 0.222533
3pnx, 4gb5, 0.261696, 0.257326
3pnx, 3i93, 0.268496, 0.256637
3pnx, 3brc, 0.29411, 0.291442
3pnx, 1a8m, 0.229667, 0.231587
3pnx, 3p8c, 0.0713683, 0.38809
3pnx, 3gmv, 0.237458, 0.243886
3pnx, 1h2t, 0.119663, 0.421596
3pnx, 2qv8, 0.301014, 0.290372
3pnx, 2z0x, 0.256285, 0.263772
3pnx, 2hxp, 0.314509, 0.30496
3pnx, 1v4p, 0.280528, 0.281804
3pnx, 4kvx, 0.319715, 0.311548
3pnx, 3rx9, 0.252678, 0.231276
3pnx, 1aa7, 0.268983, 0.278158
3pnx, 2dwr, 0.253685, 0.263781
3pnx, 3rof, 0.317465, 0.328592
3pnx, 4ely, 0.320998, 0.297645
3pnx, 1tcf, 0.234171, 0.240194
3pnx, 1roc, 0.234783, 0.240112
3pnx, 4ma6, 0.245362, 0.251271
3pnx, 3cni, 0.300728, 0.291377
3pnx, 4a83, 0.260716, 0.27045
3pnx, 3qh6, 0.28787, 0.275717
3pnx, 2e2c, 0.203204, 0.208093
3pnx, 4a5u, 0.261257, 0.258955
3pnx, 2ej8, 0.284222, 0.260204
3pnx, 3alu, 0.278711, 0.287684
3pnx, 2pqk, 0.270427, 0.264688
3pnx, 1rbr, 0.358622, 0.367432
3pnx, 1bd8, 0.282177, 0.289514
3pnx, 3mah, 0.280122, 0.260408
3pnx, 2f46, 0.313049, 0.298696
3pnx, 4ldm, 0.260355, 0.227295
3pnx, 1sjy, 0.237868, 0.241548
3pnx, 3p8s, 0.249177, 0.249177
3pnx, 1am7, 0.28352, 0.28352
3pnx, 1tuh, 0.279054, 0.253126
3pnx, 3k41, 0.24222, 0.237212
3pnx, 3els, 0.213889, 0.210019
3pnx, 3rnv, 0.297858, 0.262826
3pnx, 4hrf, 0.298486, 0.304055
3pnx, 3hqc, 0.256116, 0.243268
3pnx, 3hdu, 0.25926, 0.251641
3pnx, 1exs, 0.269503, 0.27978
3pnx, 1yjg, 0.262028, 0.270077
3pnx, 1eyv, 0.298975, 0.273773
3pnx, 2wy3, 0.26609, 0.293112
3pnx, 1njk, 0.26528, 0.242348
3pnx, 3hdc, 0.269136, 0.267445
3pnx, 3h2d, 0.266963, 0.259994
3pnx, 1kng, 0.366957, 0.355966
3pnx, 2nmu, 0.321277, 0.299051
3pnx, 4az3, 0.191717, 0.288057
3pnx, 3fqz, 0.326507, 0.336689
3pnx, 3dka, 0.275138, 0.263665
3pnx, 4bif, 0.262379, 0.240164
3pnx, 1t82, 0.262804, 0.249311
3pnx, 3g7g, 0.220604, 0.219704
3pnx, 4g6j, 0.257243, 0.25632
3pnx, 3g7p, 0.213671, 0.20274
3pnx, 3gm5, 0.29412, 0.295439
3pnx, 1qkk, 0.412554, 0.389143
3pnx, 3whd, 0.282089, 0.275764
3pnx, 3ne7, 0.29599, 0.30404
3njc, 1a5v, 0.287693, 0.287693
3njc, 2q9s, 0.361423, 0.336241
3njc, 1d2a, 0.237957, 0.248965
3njc, 1ws0, 0.336239, 0.343537
3njc, 3qra, 0.261036, 0.267471
3njc, 2wo3, 0.285308, 0.326468
3njc, 2g1u, 0.274227, 0.262918
3njc, 1r62, 0.348017, 0.330598
3njc, 3hgb, 0.341147, 0.320458
3njc, 3fiq, 0.293367, 0.304294
3njc, 1n1f, 0.278973, 0.288933
3njc, 2isy, 0.260517, 0.260517
3njc, 1rxd, 0.286067, 0.287176
3njc, 3mtq, 0.31709, 0.305465
3njc, 3o6q, 0.332275, 0.324586
3njc, 2ihd, 0.306999, 0.276587
3njc, 1e7l, 0.211625, 0.222033
3njc, 3tcz, 0.270701, 0.270701
3njc, 2g2x, 0.26991, 0.26991
3njc, 4kng, 0.134976, 0.317762
3njc, 2dxd, 0.230743, 0.238441
3njc, 1m7e, 0.266724, 0.271449
3njc, 2xeh, 0.288496, 0.302131
3njc, 3ni8, 0.308789, 0.300117
3njc, 1f3f, 0.302809, 0.308762
3njc, 1qjc, 0.223261, 0.235257
3njc, 3exn, 0.323425, 0.332872
3njc, 2d5k, 0.26679, 0.269075
3njc, 1zce, 0.278774, 0.269674
3njc, 1qst, 0.30182, 0.321294
3njc, 1k4z, 0.305676, 0.32068
3njc, 2gey, 0.298642, 0.316279
3njc, 2wcr, 0.270464, 0.271643
3njc, 3fhv, 0.299045, 0.304782
3njc, 2b98, 0.307142, 0.300433
3njc, 2rh0, 0.302722, 0.279091
3njc, 2nwu, 0.292618, 0.268127
3njc, 2ywx, 0.251707, 0.265752
3njc, 2r19, 0.267585, 0.252835
3njc, 3fg9, 0.265694, 0.274156
3njc, 2ppt, 0.265407, 0.269044
3njc, 2bl2, 0.23655, 0.248002
3njc, 1kyv, 0.306712, 0.308092
3njc, 4am5, 0.269145, 0.28706
3njc, 1ew3, 0.28578, 0.302595
3njc, 2wal, 0.293191, 0.297037
3njc, 1gvc, 0.254191, 0.266564
3njc, 3nrp, 0.320372, 0.330298
3njc, 1s3j, 0.301184, 0.284426
3njc, 2fa1, 0.306482, 0.327917
3njc, 3kmv, 0.28479, 0.272387
3njc, 2qcb, 0.319184, 0.283419
3njc, 2dyc, 0.312911, 0.302941
3njc, 3k67, 0.291753, 0.306844
3njc, 2z0u, 0.296751, 0.27013
3njc, 2fu0, 0.283436, 0.29589
3njc, 4g9y, 0.28402, 0.270721
3njc, 2apl, 0.226764, 0.22791
3njc, 3rt3, 0.244096, 0.251249
3njc, 3n1r, 0.328111, 0.334672
3njc, 3brn, 0.280732, 0.289993
3njc, 2os9, 0.310552, 0.31765
3njc, 2oeb, 0.305915, 0.314533
3njc, 3r6g, 0.306466, 0.321455
3njc, 2dxc, 0.289456, 0.254398
3njc, 1elk, 0.355581, 0.36727
3njc, 2gjd, 0.267811, 0.278604
3njc, 1np8, 0.286013, 0.290149
3njc, 4h3u, 0.328642, 0.300743
3njc, 2prx, 0.392002, 0.321709
3njc, 2efr, 0.134456, 0.1416
3njc, 2r0x, 0.270308, 0.279417
3njc, 3zvs, 0.287324, 0.302118
3njc, 1g43, 0.322013, 0.346075
3njc, 3hhj, 0.311013, 0.288316
3njc, 3jqj, 0.362129, 0.363924
3njc, 3fh3, 0.295667, 0.284103
3njc, 2riq, 0.275443, 0.261732
3njc, 3hrd, 0.140702, 0.328735
3njc, 2wb3, 0.309956, 0.322309
3njc, 1ns5, 0.246911, 0.250182
3njc, 3gxh, 0.300025, 0.306625
3njc, 2hlj, 0.278584, 0.283054
3njc, 3kol, 0.271985, 0.269368
3njc, 3nqn, 0.283746, 0.28744
3njc, 2c2z, 0.268059, 0.271378
3njc, 1cw0, 0.311525, 0.32365
3njc, 2fup, 0.320781, 0.289783
3njc, 2ast, 0.305321, 0.299134
3njc, 1h0a, 0.311815, 0.327745
3njc, 1vl7, 0.323423, 0.30618
3njc, 1fjj, 0.268441, 0.277482
3njc, 1zv4, 0.286152, 0.274551
3njc, 3lru, 0.201486, 0.213637
3njc, 1hjr, 0.289525, 0.307266
3njc, 1czt, 0.325158, 0.348795
3njc, 2f59, 0.313242, 0.313242
3njc, 3klu, 0.304571, 0.264531
3njc, 1xvw, 0.245182, 0.256611
3njc, 4lhr, 0.344748, 0.325527
3njc, 1lk3, 0.283563, 0.269396
3njc, 3h0d, 0.259229, 0.260434
3njc, 4f0u, 0.269196, 0.286412
3njc, 3typ, 0.265626, 0.265626
3njc, 3oue, 0.219266, 0.230461
3njc, 3tl1, 0.326106, 0.346138
3njc, 1gui, 0.304434, 0.316626
3njc, 3clj, 0.364158, 0.364158
3njc, 1gtz, 0.269876, 0.273604
3njc, 4ea4, 0.280841, 0.269671
3njc, 2aj6, 0.338944, 0.286648
3njc, 2f9z, 0.277607, 0.331989
3njc, 1vkc, 0.295725, 0.299519
3njc, 3ggn, 0.319171, 0.293309
3njc, 1dyo, 0.345139, 0.357244
3njc, 3ksf, 0.27084, 0.278253
3njc, 4ijx, 0.267757, 0.268919
3njc, 1a34, 0.301459, 0.302934
3njc, 1zd7, 0.2568, 0.27063
3njc, 4bmw, 0.260839, 0.260839
3njc, 2amt, 0.307415, 0.321922
3njc, 1grj, 0.229597, 0.235319
3njc, 2pn2, 0.35167, 0.327119
3njc, 1wwz, 0.308263, 0.324783
3njc, 3qy3, 0.315716, 0.288317
3njc, 1e30, 0.292705, 0.30103
3njc, 3zpa, 0.191249, 0.349398
3njc, 3hm4, 0.352859, 0.354575
3njc, 3oj6, 0.35295, 0.334973
3njc, 2ypj, 0.351854, 0.312889
3njc, 2b06, 0.292191, 0.2971
3njc, 1pdk, 0.210279, 0.277398
3njc, 1w8i, 0.235298, 0.242984
3njc, 3ts5, 0.27131, 0.14447
3njc, 1nzi, 0.250153, 0.260732
3njc, 3mgd, 0.293355, 0.296117
3njc, 1kex, 0.331598, 0.346834
3njc, 2fg1, 0.303291, 0.311278
3njc, 1mk4, 0.29847, 0.31439
3njc, 2f1w, 0.3551, 0.352056
3njc, 3u9j, 0.283025, 0.290028
3njc, 3ejj, 0.270287, 0.272716
3njc, 1sl4, 0.325655, 0.304694
3njc, 1hlb, 0.31979, 0.337533
3njc, 1x23, 0.254272, 0.262229
3njc, 2qpv, 0.324247, 0.295208
3njc, 3pfs, 0.29395, 0.277894
3njc, 3pg6, 0.247248, 0.23529
3njc, 1h89, 0.288809, 0.143683
3njc, 2v8q, 0.340958, 0.273219
3njc, 4k30, 0.289611, 0.298257
3njc, 1jon, 0.286072, 0.279466
3njc, 3mfb, 0.315312, 0.313884
